weight,name,tags,path
0,Margin of error for Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B001.json
0,Margin of error for Male in Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B002.json
0,Margin of error for Under 18 years Male in Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B003.json
0,Margin of error for Native Male old in Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B004.json
0,Margin of error for Foreign born Male old in Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B005.json
0,Margin of error for Naturalized U.S. citizen Male old Foreign born Nativity and Citizenship Status (Black or African American Alone),place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B006.json
0,Margin of error for Not a U.S. citizen Male old Foreign born Nativity and Citizenship Status (Black or African American Alone),place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B007.json
0,Margin of error for 18 years and over Male in Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B008.json
0,Margin of error for Native Male old in Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B009.json
0,Margin of error for Foreign born Male old in Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B010.json
0,Margin of error for Naturalized U.S. citizen Male old Foreign born Nativity and Citizenship Status (Black or African American Alone),place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B011.json
0,Margin of error for Not a U.S. citizen Male old Foreign born Nativity and Citizenship Status (Black or African American Alone),place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B012.json
0,Margin of error for Female in Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B013.json
0,Margin of error for Under 18 years Female in Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B014.json
0,Margin of error for Native Female old in Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B015.json
0,Margin of error for Foreign born Female old in Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B016.json
0,Margin of error for Naturalized U.S. citizen Female old Foreign born Nativity and Citizenship Status (Black or African American Alone),place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B017.json
0,Margin of error for Not a U.S. citizen Female old Foreign born Nativity and Citizenship Status (Black or African American Alone),place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B018.json
0,Margin of error for 18 years and over Female in Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B019.json
0,Margin of error for Native Female old in Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B020.json
0,Margin of error for Foreign born Female old in Black or African American Alone,place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B021.json
0,Margin of error for Naturalized U.S. citizen Female old Foreign born Nativity and Citizenship Status (Black or African American Alone),place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B022.json
0,Margin of error for Not a U.S. citizen Female old Foreign born Nativity and Citizenship Status (Black or African American Alone),place of birth|age|race|citizenship|sex,data/columns/us/census/acs/B05003B/moe/B05003B023.json
